#amostra;data;hora;cpu_em_uso;cpu_percent;kb_wr_s;mem_used;mem_free;mem_avaliable;swap_used;reservado_cache_buffer;cached;buffer
1066;2020-07-05;21:32:44;6;2.53;22.16;3675372;1944876;3717256;1485824;2393396;2101812;166880
1067;2020-07-05;21:32:49;5;2.54;22.16;3675200;1945040;3717424;1485824;2393404;2101812;166888
1068;2020-07-05;21:32:54;7;2.54;22.19;3677700;1941740;3714920;1485824;2394204;2102580;166896
1069;2020-07-05;21:32:59;3;2.54;22.23;3679220;1938888;3713384;1485824;2395536;2103880;166904
1070;2020-07-05;21:33:04;2;2.54;22.22;3672672;1945436;3719936;1485824;2395536;2103872;166912
1071;2020-07-05;21:33:09;1;2.55;22.27;3668524;1948012;3723996;1485824;2397108;2105408;166912
1072;2020-07-05;21:33:14;4;2.55;22.28;3669172;1947112;3723416;1485824;2397360;2105628;166936
1073;2020-07-05;21:33:20;3;2.55;22.31;3671712;1943688;3720736;1485824;2398244;2106500;166936
1074;2020-07-05;21:33:25;3;2.56;22.34;3671160;1943404;3721400;1485824;2399080;2107304;166952
1075;2020-07-05;21:33:30;1;2.56;22.35;3673692;1940348;3718864;1485824;2399604;2107816;166952
1076;2020-07-05;21:33:35;1;2.56;22.41;3673816;1938508;3718700;1485824;2401320;2109488;166968
1077;2020-07-05;21:33:40;2;2.56;22.41;3675232;1937088;3717308;1485824;2401324;2109492;166968
1078;2020-07-05;21:33:45;1;2.57;22.47;3677316;1933260;3715216;1485824;2403068;2111196;166984
1079;2020-07-05;21:33:50;7;2.57;22.47;3677332;1933108;3715176;1485824;2403204;2111300;166992
1080;2020-07-05;21:33:55;5;2.57;22.47;3678368;1932072;3714148;1485824;2403204;2111292;167000
