#amostra;data;hora;cpu_em_uso;cpu_percent;kb_wr_s;mem_used;mem_free;mem_avaliable;swap_used;reservado_cache_buffer;cached;buffer
533;2020-07-05;20:47:38;7;0.88;9.1;3502676;2465212;3894628;1486080;2045756;1768696;161456
534;2020-07-05;20:47:43;1;0.88;9.2;3507164;2458304;3890116;1486080;2048176;1771052;161464
535;2020-07-05;20:47:48;1;0.88;9.19;3508308;2457156;3888968;1486080;2048180;1771048;161472
536;2020-07-05;20:47:53;0;0.89;9.19;3507512;2457936;3889768;1486080;2048196;1771056;161480
537;2020-07-05;20:47:58;4;0.89;9.19;3500872;2464560;3896404;1486080;2048212;1771068;161480
538;2020-07-05;20:48:04;2;0.89;9.2;3501860;2463520;3895396;1486080;2048264;1771096;161496
539;2020-07-05;20:48:09;5;0.9;9.2;3503312;2462056;3893952;1486080;2048276;1771096;161504
540;2020-07-05;20:48:14;4;0.9;9.25;3506672;2458136;3890592;1486080;2048836;1771976;161512
541;2020-07-05;20:48:19;2;0.9;9.31;3508764;2454204;3888480;1486080;2050676;1773428;161520
542;2020-07-05;20:48:24;5;0.91;9.32;3509976;2452968;3887268;1486080;2050700;1773432;161536
543;2020-07-05;20:48:29;3;0.91;9.41;3513700;2446936;3883476;1486080;2053008;1775664;161544
544;2020-07-05;20:48:34;0;0.92;9.41;3514432;2446196;3882776;1486080;2053016;1775664;161552
545;2020-07-05;20:48:39;1;0.92;9.41;3515856;2444744;3881332;1486080;2053044;1775684;161560
546;2020-07-05;20:48:44;6;0.92;9.41;3515708;2444888;3881500;1486080;2053048;1775680;161568
547;2020-07-05;20:48:49;1;0.93;9.4;3517124;2443452;3880072;1486080;2053068;1775692;161576
548;2020-07-05;20:48:54;1;0.93;9.4;3517160;2443416;3880048;1486080;2053068;1775684;161584
549;2020-07-05;20:48:59;6;0.93;9.48;3513952;2444596;3883224;1486080;2055096;1777656;161592
550;2020-07-05;20:49:04;3;0.94;9.48;3512320;2446228;3884864;1486080;2055096;1777648;161600
551;2020-07-05;20:49:10;2;0.94;9.58;3516612;2439404;3880528;1486080;2057628;1780108;161608
552;2020-07-05;20:49:15;7;0.94;9.58;3515796;2440220;3881356;1486080;2057628;1780100;161616
553;2020-07-05;20:49:20;0;0.95;9.58;3521264;2434728;3875888;1486080;2057652;1780116;161624
554;2020-07-05;20:49:25;5;0.95;9.65;3525964;2428224;3871168;1486080;2059456;1781860;161640
555;2020-07-05;20:49:30;6;0.95;9.64;3526768;2427400;3870364;1486080;2059476;1781872;161648
556;2020-07-05;20:49:35;2;0.96;9.73;3531328;2420632;3865764;1486080;2061684;1784016;161656
557;2020-07-05;20:49:40;1;0.96;9.73;3532816;2419104;3864276;1486080;2061724;1784032;161680
558;2020-07-05;20:49:45;0;0.96;9.73;3533204;2418712;3863900;1486080;2061728;1784028;161688
559;2020-07-05;20:49:50;7;0.97;9.81;3537140;2412864;3859888;1486080;2063640;1785868;161704
560;2020-07-05;20:49:55;4;0.97;9.82;3537992;2411996;3859072;1486080;2063656;1785880;161704
561;2020-07-05;20:50:00;5;0.97;9.81;3537468;2412472;3859568;1486080;2063704;1785908;161720
562;2020-07-05;20:50:05;0;0.98;9.91;3532704;2414728;3864336;1486080;2066212;1788356;161720
563;2020-07-05;20:50:10;3;0.98;9.91;3523448;2423948;3873576;1486080;2066248;1788368;161744
564;2020-07-05;20:50:16;3;0.98;9.91;3525676;2421728;3871364;1486080;2066240;1788360;161744
565;2020-07-05;20:50:21;3;0.99;9.99;3526992;2418268;3870012;1486080;2068384;1790432;161760
566;2020-07-05;20:50:26;4;0.99;9.99;3527812;2417436;3869200;1486080;2068396;1790444;161760
567;2020-07-05;20:50:31;3;1;10.03;3531848;2412336;3865128;1486080;2069460;1791468;161776
568;2020-07-05;20:50:36;5;1;10.06;3533128;2410296;3863864;1486080;2070220;1792204;161784
569;2020-07-05;20:50:41;6;1;10.06;3533364;2410020;3863616;1486080;2070260;1792228;161800
570;2020-07-05;20:50:46;0;1.01;10.06;3535112;2408280;3861880;1486080;2070252;1792220;161800
571;2020-07-05;20:50:51;1;1.01;10.06;3534320;2409044;3862664;1486080;2070280;1792232;161816
572;2020-07-05;20:50:56;7;1.01;10.13;3538088;2403672;3858876;1486080;2071884;1793780;161824
573;2020-07-05;20:51:01;2;1.02;10.13;3539056;2402672;3857892;1486080;2071916;1793804;161832
574;2020-07-05;20:51:06;3;1.02;10.35;3551628;2385280;3845164;1486080;2076736;1799184;161840
575;2020-07-05;20:51:11;1;1.02;10.38;3535548;2400096;3861340;1486080;2078000;1799716;161848
576;2020-07-05;20:51:16;2;1.03;10.38;3537592;2397720;3859192;1486080;2078332;1800040;161856
577;2020-07-05;20:51:22;1;1.03;10.45;3541248;2392356;3855624;1486080;2080040;1801688;161872
578;2020-07-05;20:51:27;4;1.03;10.45;3543512;2390064;3853352;1486080;2080068;1801700;161880
579;2020-07-05;20:51:32;1;1.04;10.56;3549724;2380952;3847104;1486080;2082968;1804516;161896
580;2020-07-05;20:51:37;1;1.04;10.56;3550960;2379708;3845868;1486080;2082976;1804516;161904
581;2020-07-05;20:51:42;3;1.04;10.56;3551484;2379168;3845340;1486080;2082992;1804520;161912
582;2020-07-05;20:51:47;5;1.05;10.56;3552484;2378152;3844336;1486080;2083008;1804524;161920
583;2020-07-05;20:51:52;3;1.05;10.56;3551012;2379612;3845816;1486080;2083020;1804528;161928
584;2020-07-05;20:51:57;6;1.05;10.56;3552648;2377956;3844172;1486080;2083040;1804540;161936
585;2020-07-05;20:52:02;4;1.06;10.57;3552888;2377420;3843936;1486080;2083336;1804816;161948
586;2020-07-05;20:52:07;4;1.06;10.65;3554672;2373616;3842124;1486080;2085356;1806772;161956
587;2020-07-05;20:52:12;1;1.06;10.65;3550316;2377960;3846480;1486080;2085368;1806776;161964
588;2020-07-05;20:52:17;1;1.07;10.65;3544212;2384056;3852576;1486080;2085376;1806776;161972
589;2020-07-05;20:52:22;6;1.07;10.65;3546964;2381292;3849832;1486080;2085388;1806780;161980
590;2020-07-05;20:52:27;1;1.07;10.64;3548008;2380228;3848788;1486080;2085408;1806792;161988
591;2020-07-05;20:52:33;6;1.08;10.64;3548716;2379480;3848080;1486080;2085448;1806792;162028
592;2020-07-05;20:52:38;2;1.08;10.71;3552816;2373524;3843956;1486080;2087304;1808588;162036
593;2020-07-05;20:52:43;7;1.08;10.71;3553988;2372324;3842760;1486080;2087332;1808604;162044
594;2020-07-05;20:52:48;1;1.09;10.71;3555128;2371176;3841640;1486080;2087340;1808604;162052
595;2020-07-05;20:52:53;1;1.09;10.76;3559700;2365392;3837020;1486080;2088552;1809800;162060
596;2020-07-05;20:52:58;1;1.09;10.79;3559540;2364632;3837196;1486080;2089472;1810672;162068
597;2020-07-05;20:53:03;2;1.1;10.79;3560088;2364076;3836656;1486080;2089480;1810672;162076
598;2020-07-05;20:53:08;6;1.1;10.82;3565312;2358056;3831368;1486080;2090276;1811440;162084
599;2020-07-05;20:53:13;4;1.1;10.88;3566416;2355368;3830292;1486080;2091860;1812960;162100
600;2020-07-05;20:53:18;0;1.11;10.88;3562776;2359000;3833932;1486080;2091868;1812960;162108
601;2020-07-05;20:53:23;3;1.11;10.88;3565520;2356232;3831188;1486080;2091892;1812976;162116
602;2020-07-05;20:53:28;5;1.11;10.88;3565064;2356668;3831644;1486080;2091912;1812988;162124
603;2020-07-05;20:53:34;4;1.12;10.88;3564676;2357048;3832044;1486080;2091920;1812988;162132
604;2020-07-05;20:53:39;2;1.12;10.87;3565120;2356592;3831588;1486080;2091932;1812992;162140
605;2020-07-05;20:53:44;0;1.12;10.96;3569636;2350392;3826956;1486080;2093616;1814632;162148
606;2020-07-05;20:53:49;3;1.13;10.96;3570888;2349068;3825800;1486080;2093688;1814688;162156
607;2020-07-05;20:53:54;7;1.13;11.04;3576580;2341572;3820312;1486080;2095492;1816440;162164
608;2020-07-05;20:53:59;7;1.13;11.05;3574848;2342956;3821816;1486080;2095840;1816772;162172
609;2020-07-05;20:54:04;4;1.14;11.05;3574940;2342856;3821736;1486080;2095848;1816772;162180
610;2020-07-05;20:54:09;3;1.14;11.06;3580224;2337300;3816448;1486080;2096120;1817028;162188
611;2020-07-05;20:54:14;1;1.14;11.12;3579176;2336696;3817476;1486080;2097772;1818632;162196
612;2020-07-05;20:54:19;4;1.15;11.14;3592072;2323176;3804444;1486080;2098396;1819240;162204
613;2020-07-05;20:54:24;1;1.15;11.2;3593316;2320620;3803308;1486080;2099708;1820480;162228
614;2020-07-05;20:54:29;5;1.15;11.19;3594164;2319748;3802448;1486080;2099732;1820504;162228
615;2020-07-05;20:54:34;1;1.16;11.23;3597440;2315408;3799152;1486080;2100796;1821520;162244
616;2020-07-05;20:54:40;0;1.16;11.29;3598240;2313200;3798344;1486080;2102204;1822884;162252
617;2020-07-05;20:54:45;4;1.16;11.28;3599920;2311512;3796668;1486080;2102212;1822884;162260
618;2020-07-05;20:54:50;3;1.17;11.28;3601052;2310372;3795536;1486080;2102220;1822884;162268
619;2020-07-05;20:54:55;3;1.17;11.28;3597744;2313668;3798844;1486080;2102232;1822888;162276
620;2020-07-05;20:55:00;5;1.17;11.28;3596980;2314412;3799600;1486080;2102252;1822908;162276
621;2020-07-05;20:55:05;4;1.18;11.28;3596744;2314640;3799844;1486080;2102260;1822900;162292
622;2020-07-05;20:55:10;5;1.18;11.27;3597424;2313940;3799156;1486080;2102280;1822912;162300
623;2020-07-05;20:55:15;4;1.18;11.35;3599328;2309952;3797232;1486080;2104364;1824920;162324
624;2020-07-05;20:55:20;6;1.19;11.36;3601424;2307828;3795128;1486080;2104392;1824936;162332
625;2020-07-05;20:55:25;1;1.19;11.41;3604852;2303096;3791596;1486080;2105696;1826224;162340
626;2020-07-05;20:55:30;0;1.19;11.45;3607948;2298836;3788572;1486080;2106860;1827324;162348
627;2020-07-05;20:55:35;0;1.2;11.45;3608516;2298264;3788012;1486080;2106864;1827320;162356
628;2020-07-05;20:55:40;6;1.2;11.44;3607804;2298952;3788708;1486080;2106888;1827324;162372
629;2020-07-05;20:55:46;7;1.2;11.44;3608244;2298512;3788276;1486080;2106888;1827324;162372
630;2020-07-05;20:55:51;0;1.21;11.46;3612352;2293852;3784132;1486080;2107440;1827848;162388
631;2020-07-05;20:55:56;5;1.21;11.51;3612188;2292784;3784264;1486080;2108672;1829048;162388
632;2020-07-05;20:56:01;5;1.21;11.51;3613968;2290960;3782504;1486080;2108716;1829076;162404
633;2020-07-05;20:56:06;4;1.22;11.51;3616824;2288120;3779680;1486080;2108700;1829060;162404
634;2020-07-05;20:56:11;0;1.22;11.6;3617652;2284764;3778808;1486080;2111228;1831512;162420
635;2020-07-05;20:56:16;4;1.22;11.6;3621960;2280456;3774512;1486080;2111228;1831512;162420
636;2020-07-05;20:56:21;5;1.23;11.6;3619928;2282192;3776520;1486080;2111524;1831768;162448
637;2020-07-05;20:56:26;7;1.23;11.62;3624396;2277108;3771944;1486080;2112140;1832368;162456
638;2020-07-05;20:56:31;4;1.23;11.69;3625292;2274648;3771128;1486080;2113704;1833872;162464
639;2020-07-05;20:56:36;1;1.24;11.68;3629704;2270236;3766724;1486080;2113704;1833864;162472
640;2020-07-05;20:56:41;3;1.24;11.68;3629456;2270444;3766952;1486080;2113744;1833888;162488
641;2020-07-05;20:56:46;0;1.24;11.68;3629144;2270756;3767292;1486080;2113744;1833880;162496
642;2020-07-05;20:56:52;1;1.25;11.69;3631500;2268048;3764824;1486080;2114096;1834224;162504
643;2020-07-05;20:56:57;2;1.25;11.74;3632228;2265968;3764192;1486080;2115448;1835528;162512
644;2020-07-05;20:57:02;0;1.25;11.74;3634260;2263928;3762148;1486080;2115456;1835528;162520
645;2020-07-05;20:57:07;5;1.26;11.81;3636008;2260240;3760324;1486080;2117396;1837412;162528
646;2020-07-05;20:57:12;4;1.26;11.81;3642056;2254180;3754328;1486080;2117408;1837416;162536
647;2020-07-05;20:57:17;5;1.26;11.89;3642080;2252088;3754208;1486080;2119476;1839420;162544
648;2020-07-05;20:57:22;6;1.27;11.89;3643236;2250908;3753120;1486080;2119500;1839436;162552
649;2020-07-05;20:57:27;1;1.27;11.91;3644356;2249428;3751880;1486080;2119860;1839788;162560
650;2020-07-05;20:57:32;1;1.27;11.97;3645316;2246728;3751024;1486080;2121600;1841468;162568
651;2020-07-05;20:57:37;7;1.28;11.97;3645332;2246704;3751000;1486080;2121608;1841468;162576
652;2020-07-05;20:57:42;1;1.28;11.96;3648848;2243180;3747492;1486080;2121616;1841468;162584
653;2020-07-05;20:57:47;6;1.28;11.96;3647280;2244740;3749052;1486080;2121624;1841468;162592
654;2020-07-05;20:57:52;7;1.28;11.96;3648580;2243428;3747760;1486080;2121636;1841472;162600
655;2020-07-05;20:57:58;3;1.29;11.96;3648608;2243376;3747728;1486080;2121660;1841488;162608
656;2020-07-05;20:58:03;2;1.29;11.98;3650676;2241004;3745656;1486080;2121964;1841776;162616
657;2020-07-05;20:58:08;1;1.29;12;3652652;2239008;3743664;1486080;2121984;1842128;162624
658;2020-07-05;20:58:13;7;1.3;12.08;3648432;2240952;3747868;1486080;2124260;1843996;162632
659;2020-07-05;20:58:18;1;1.3;12.16;3617992;2269428;3778284;1486080;2126224;1845904;162640
660;2020-07-05;20:58:23;5;1.3;12.15;3619312;2268084;3776964;1486080;2126248;1845908;162656
661;2020-07-05;20:58:28;4;1.31;12.15;3619108;2268268;3777160;1486080;2126268;1845920;162664
662;2020-07-05;20:58:33;1;1.31;12.15;3618904;2268460;3777372;1486080;2126280;1845924;162672
663;2020-07-05;20:58:38;2;1.31;12.15;3619240;2268116;3777028;1486080;2126288;1845924;162680
664;2020-07-05;20:58:43;7;1.32;12.22;3623536;2261868;3772712;1486080;2128240;1847816;162688
665;2020-07-05;20:58:48;3;1.32;12.22;3624464;2260928;3771780;1486080;2128252;1847816;162696
666;2020-07-05;20:58:53;5;1.32;12.31;3627228;2255832;3768936;1486080;2130584;1850084;162704
667;2020-07-05;20:58:58;0;1.33;12.31;3629576;2253464;3766636;1486080;2130604;1850096;162712
668;2020-07-05;20:59:04;5;1.33;12.38;3632960;2248124;3763236;1486080;2132560;1851996;162720
669;2020-07-05;20:59:09;4;1.33;12.38;3633488;2247588;3762708;1486080;2132568;1851996;162728
670;2020-07-05;20:59:14;2;1.34;12.38;3624864;2256204;3771332;1486080;2132576;1851996;162736
671;2020-07-05;20:59:19;4;1.34;12.38;3625372;2255688;3770816;1486080;2132584;1851996;162744
672;2020-07-05;20:59:24;3;1.34;12.39;3626336;2254688;3769860;1486080;2132620;1852024;162752
673;2020-07-05;20:59:29;3;1.35;12.46;3632860;2246308;3763316;1486080;2134476;1853824;162760
674;2020-07-05;20:59:34;3;1.35;12.46;3632136;2247000;3764040;1486080;2134508;1853832;162784
675;2020-07-05;20:59:39;4;1.35;12.46;3633292;2245832;3762880;1486080;2134520;1853836;162792
676;2020-07-05;20:59:44;4;1.36;12.46;3633252;2245868;3762924;1486080;2134524;1853832;162800
677;2020-07-05;20:59:49;3;1.36;12.54;3636968;2240000;3759164;1486080;2136676;1855912;162820
678;2020-07-05;20:59:54;7;1.36;12.53;3640820;2236144;3755328;1486080;2136680;1855908;162828
679;2020-07-05;20:59:59;5;1.37;12.6;3642564;2232480;3753552;1486080;2138600;1857780;162828
680;2020-07-05;21:00:04;4;1.37;12.7;3644700;2228276;3751396;1486080;2140668;1859764;162852
681;2020-07-05;21:00:10;7;1.37;12.7;3646196;2226756;3749884;1486080;2140692;1859780;162860
682;2020-07-05;21:00:15;3;1.38;12.7;3645160;2227792;3750936;1486080;2140692;1859772;162868
683;2020-07-05;21:00:20;5;1.38;12.7;3629160;2243788;3766936;1486080;2140696;1859776;162868
684;2020-07-05;21:00:25;5;1.38;12.8;3631288;2239048;3764776;1486080;2143308;1862308;162884
685;2020-07-05;21:00:30;2;1.39;12.8;3633508;2236800;3762548;1486080;2143336;1862328;162892
686;2020-07-05;21:00:35;5;1.39;12.79;3633028;2237252;3763016;1486080;2143364;1862340;162900
687;2020-07-05;21:00:40;0;1.39;12.79;3632572;2237692;3763464;1486080;2143380;1862344;162908
688;2020-07-05;21:00:45;6;1.4;12.79;3633312;2236652;3762696;1486080;2143680;1862348;163204
689;2020-07-05;21:00:50;1;1.4;12.86;3630992;2237060;3765028;1486080;2145592;1864204;163212
690;2020-07-05;21:00:55;6;1.4;12.86;3631468;2236572;3764564;1486080;2145604;1864208;163220
691;2020-07-05;21:01:00;6;1.4;12.86;3632108;2235908;3763900;1486080;2145628;1864224;163228
692;2020-07-05;21:01:05;0;1.41;12.86;3631660;2236364;3764372;1486080;2145620;1864208;163236
693;2020-07-05;21:01:10;5;1.41;12.95;3634256;2230812;3761628;1486080;2148576;1867092;163244
694;2020-07-05;21:01:16;0;1.41;12.95;3634716;2230200;3761156;1486080;2148728;1867236;163252
695;2020-07-05;21:01:21;3;1.42;12.95;3630880;2233740;3764968;1486080;2149024;1867492;163268
696;2020-07-05;21:01:26;3;1.42;13.45;3625132;2239188;3770596;1486080;2149324;1867496;163320
697;2020-07-05;21:01:31;3;1.43;13.52;3630100;2232240;3765628;1486080;2151304;1869456;163336
698;2020-07-05;21:01:36;2;1.43;13.52;3628292;2234048;3767444;1486080;2151304;1869456;163336
699;2020-07-05;21:01:41;6;1.43;13.52;3628888;2233428;3766832;1486080;2151328;1869464;163352
700;2020-07-05;21:01:46;3;1.44;13.52;3629420;2232904;3766316;1486080;2151320;1869456;163352
701;2020-07-05;21:01:51;5;1.44;13.6;3633152;2227080;3762528;1486080;2153412;1871532;163368
702;2020-07-05;21:01:56;2;1.44;13.6;3634256;2225952;3761476;1486080;2153436;1871536;163384
703;2020-07-05;21:02:01;2;1.45;13.59;3634340;2225836;3761392;1486080;2153468;1871552;163400
704;2020-07-05;21:02:06;6;1.45;13.59;3634932;2225244;3760808;1486080;2153468;1871552;163400
705;2020-07-05;21:02:11;7;1.45;13.59;3634476;2225680;3761256;1486080;2153488;1871556;163416
706;2020-07-05;21:02:16;2;1.46;13.59;3634020;2226136;3761720;1486080;2153488;1871556;163416
707;2020-07-05;21:02:22;2;1.46;13.67;3639084;2219120;3756624;1486080;2155440;1873460;163432
708;2020-07-05;21:02:27;1;1.46;13.7;3634820;2223016;3760768;1486080;2155808;1873828;163432
709;2020-07-05;21:02:32;4;1.47;13.78;3639488;2216204;3756224;1486080;2157952;1875936;163448
710;2020-07-05;21:02:37;3;1.47;13.83;3641916;2213244;3753772;1486080;2158484;1876448;163456
711;2020-07-05;21:02:42;2;1.47;13.85;3641980;2212220;3753696;1486080;2159444;1877376;163464
712;2020-07-05;21:02:47;3;1.48;13.89;3644752;2208392;3750912;1486080;2160500;1878400;163472
713;2020-07-05;21:02:52;0;1.48;13.92;3642852;2209392;3752812;1486080;2161400;1879272;163480
714;2020-07-05;21:02:57;0;1.48;13.92;3644880;2207300;3750776;1486080;2161464;1879284;163496
715;2020-07-05;21:03:02;1;1.49;14.01;3645292;2204464;3750336;1486080;2163888;1881636;163512
716;2020-07-05;21:03:07;0;1.49;14.01;3646720;2203036;3748908;1486080;2163888;1881628;163520
717;2020-07-05;21:03:12;1;1.49;14.01;3646708;2203032;3748920;1486080;2163904;1881636;163528
718;2020-07-05;21:03:17;7;1.5;14.1;3649148;2198104;3746448;1486080;2166392;1884060;163528
719;2020-07-05;21:03:22;2;1.5;14.1;3649416;2197800;3746172;1486080;2166428;1884080;163544
720;2020-07-05;21:03:28;7;1.5;14.1;3649920;2197284;3745676;1486080;2166440;1884092;163544
721;2020-07-05;21:03:33;2;1.5;14.09;3649560;2197624;3746036;1486080;2166460;1884096;163560
722;2020-07-05;21:03:38;3;1.51;14.09;3649496;2197680;3746092;1486080;2166468;1884096;163568
723;2020-07-05;21:03:43;1;1.51;14.09;3649272;2197896;3746316;1486080;2166476;1884096;163576
724;2020-07-05;21:03:48;4;1.51;14.09;3648704;2198464;3746892;1486080;2166476;1884088;163584
725;2020-07-05;21:03:53;7;1.52;14.17;3653336;2191480;3742124;1486080;2168828;1886400;163592
726;2020-07-05;21:03:58;2;1.52;14.18;3654436;2190360;3741116;1486080;2168848;1886380;163608
727;2020-07-05;21:04:03;5;1.52;14.18;3653048;2191724;3742520;1486080;2168872;1886396;163616
728;2020-07-05;21:04:08;6;1.53;14.18;3652180;2192592;3743388;1486080;2168872;1886388;163624
729;2020-07-05;21:04:13;4;1.53;14.17;3652196;2192560;3743372;1486080;2168888;1886396;163632
730;2020-07-05;21:04:18;7;1.53;14.23;3666832;2176416;3728668;1486080;2170396;1887860;163640
731;2020-07-05;21:04:23;7;1.54;14.24;3667712;2175064;3727820;1486080;2170868;1888300;163656
732;2020-07-05;21:04:29;6;1.54;14.24;3667688;2175068;3727852;1486080;2170888;1888312;163664
733;2020-07-05;21:04:34;0;1.54;14.24;3668272;2174472;3727268;1486080;2170900;1888316;163672
734;2020-07-05;21:04:39;1;1.55;14.25;3669492;2173232;3726048;1486080;2170920;1888328;163680
735;2020-07-05;21:04:44;7;1.55;14.3;3670468;2170600;3725056;1486080;2172576;1889940;163688
736;2020-07-05;21:04:49;5;1.55;14.3;3671276;2169776;3724248;1486080;2172592;1889940;163704
737;2020-07-05;21:04:54;1;1.56;14.34;3672596;2167576;3722988;1486080;2173472;1890796;163712
738;2020-07-05;21:04:59;5;1.56;14.4;3673456;2165064;3722036;1486080;2175124;1892392;163720
739;2020-07-05;21:05:04;3;1.56;14.39;3673752;2164752;3721740;1486080;2175140;1892400;163728
740;2020-07-05;21:05:09;1;1.57;14.41;3676724;2161248;3718752;1486080;2175672;1892920;163728
741;2020-07-05;21:05:14;6;1.57;14.45;3676556;2160424;3718916;1486080;2176664;1893872;163744
742;2020-07-05;21:05:19;3;1.57;14.45;3674624;2162328;3720848;1486080;2176692;1893888;163752
743;2020-07-05;21:05:24;1;1.58;14.46;3675528;2160736;3719720;1486080;2177380;1894568;163760
744;2020-07-05;21:05:29;1;1.58;14.52;3676612;2158348;3718828;1486080;2178684;1895816;163768
745;2020-07-05;21:05:35;5;1.58;14.51;3676328;2158624;3719120;1486080;2178692;1895816;163776
746;2020-07-05;21:05:40;1;1.58;14.51;3675968;2158960;3719464;1486080;2178716;1895832;163784
747;2020-07-05;21:05:45;0;1.59;14.51;3676472;2158420;3718972;1486080;2178752;1895824;163824
748;2020-07-05;21:05:50;7;1.59;14.53;3677080;2157380;3718352;1486080;2179184;1896236;163832
749;2020-07-05;21:05:55;0;1.59;14.54;3676836;2157624;3718600;1486080;2179184;1896228;163840
750;2020-07-05;21:06:00;6;1.6;14.62;3681896;2150712;3713504;1486080;2181036;1898016;163856
751;2020-07-05;21:06:05;4;1.6;14.69;3684564;2145936;3710820;1486080;2183144;1900056;163864
752;2020-07-05;21:06:10;2;1.6;14.69;3683656;2146824;3711716;1486080;2183164;1900064;163872
753;2020-07-05;21:06:15;1;1.61;14.69;3682756;2147724;3712628;1486080;2183164;1900056;163880
754;2020-07-05;21:06:20;6;1.61;14.71;3681480;2148048;3713436;1486080;2184116;1900988;163896
755;2020-07-05;21:06:25;1;1.61;14.78;3679988;2147820;3715348;1486080;2185836;1902644;163904
756;2020-07-05;21:06:30;1;1.62;14.77;3680016;2147768;3715320;1486080;2185860;1902656;163912
757;2020-07-05;21:06:35;5;1.62;14.77;3679572;2148212;3715776;1486080;2185860;1902648;163920
758;2020-07-05;21:06:41;0;1.62;14.77;3682760;2144992;3712576;1486080;2185892;1902668;163928
759;2020-07-05;21:06:46;7;1.63;14.83;3683420;2142948;3711968;1486080;2187276;1904024;163936
760;2020-07-05;21:06:51;5;1.63;14.86;3677524;2147672;3717784;1486080;2188448;1905148;163944
761;2020-07-05;21:06:56;5;1.63;14.87;3644028;2181156;3751280;1486080;2188460;1905152;163952
762;2020-07-05;21:07:01;3;1.63;14.87;3645440;2179716;3749852;1486080;2188488;1905172;163960
763;2020-07-05;21:07:06;6;1.64;14.87;3646984;2177916;3748328;1486080;2188744;1905412;163968
764;2020-07-05;21:07:11;2;1.64;14.94;3647476;2175704;3747804;1486080;2190464;1907088;163968
765;2020-07-05;21:07:16;1;1.64;14.93;3647824;2175344;3747452;1486080;2190476;1907084;163984
766;2020-07-05;21:07:21;0;1.65;14.93;3647752;2175392;3747536;1486080;2190500;1907092;164000
767;2020-07-05;21:07:26;2;1.65;14.93;3648156;2174968;3747120;1486080;2190520;1907112;164000
768;2020-07-05;21:07:31;1;1.65;15.02;3649344;2171244;3745912;1486080;2193056;1909564;164024
769;2020-07-05;21:07:36;2;1.66;15.02;3649288;2171292;3745972;1486080;2193064;1909572;164024
770;2020-07-05;21:07:41;6;1.66;15.02;3649728;2170832;3745520;1486080;2193084;1909572;164040
771;2020-07-05;21:07:46;0;1.66;15.01;3649316;2171244;3745940;1486080;2193084;1909572;164040
772;2020-07-05;21:07:52;2;1.67;15.01;3642188;2178356;3753064;1486080;2193100;1909568;164056
773;2020-07-05;21:07:57;2;1.67;15.1;3647144;2171156;3748080;1486080;2195344;1911756;164056
774;2020-07-05;21:08:02;4;1.67;15.1;3645892;2172376;3749332;1486080;2195376;1911772;164072
775;2020-07-05;21:08:07;2;1.68;15.1;3645716;2172552;3749516;1486080;2195376;1911772;164072
776;2020-07-05;21:08:12;3;1.68;15.09;3646348;2171904;3748872;1486080;2195392;1911772;164088
777;2020-07-05;21:08:17;5;1.68;15.15;3647752;2168964;3747460;1486080;2196928;1913268;164088
778;2020-07-05;21:08:22;3;1.68;15.14;3649004;2167692;3746200;1486080;2196948;1913272;164104
779;2020-07-05;21:08:27;4;1.69;15.23;3651708;2162644;3743476;1486080;2199292;1915560;164104
780;2020-07-05;21:08:32;5;1.69;15.23;3652960;2161352;3742220;1486080;2199332;1915564;164136
781;2020-07-05;21:08:37;5;1.69;15.3;3654888;2157560;3740224;1486080;2201196;1917380;164136
782;2020-07-05;21:08:42;1;1.7;15.3;3655100;2157320;3740036;1486080;2201224;1917392;164152
783;2020-07-05;21:08:47;3;1.7;15.37;3658440;2152148;3736660;1486080;2203056;1919168;164160
784;2020-07-05;21:08:53;2;1.7;15.36;3656528;2154048;3738604;1486080;2203068;1919172;164168
785;2020-07-05;21:08:58;0;1.71;15.36;3656264;2154300;3738856;1486080;2203080;1919184;164168
786;2020-07-05;21:09:03;6;1.71;15.45;3659940;2148132;3735152;1486080;2205572;1921596;164184
787;2020-07-05;21:09:08;2;1.71;15.45;3660944;2147120;3734156;1486080;2205580;1921596;164192
788;2020-07-05;21:09:13;7;1.72;15.45;3661312;2146736;3733780;1486080;2205596;1921596;164208
789;2020-07-05;21:09:18;7;1.72;15.45;3667176;2140872;3727924;1486080;2205596;1921596;164208
790;2020-07-05;21:09:23;0;1.72;15.53;3669676;2136316;3725384;1486080;2207652;1923588;164224
791;2020-07-05;21:09:28;4;1.73;15.53;3671380;2134432;3723692;1486080;2207832;1923756;164232
792;2020-07-05;21:09:33;0;1.73;15.53;3671800;2134000;3723272;1486080;2207844;1923760;164240
793;2020-07-05;21:09:38;7;1.73;15.6;3673528;2130336;3721520;1486080;2209780;1925644;164248
794;2020-07-05;21:09:43;0;1.74;15.59;3674116;2129740;3720932;1486080;2209788;1925644;164256
795;2020-07-05;21:09:48;1;1.74;15.59;3673996;2129860;3721052;1486080;2209788;1925644;164256
796;2020-07-05;21:09:53;7;1.74;15.59;3675836;2127996;3719208;1486080;2209812;1925652;164272
797;2020-07-05;21:09:59;3;1.74;15.59;3675524;2128292;3719524;1486080;2209828;1925664;164272
798;2020-07-05;21:10:04;4;1.75;15.59;3675072;2128704;3719972;1486080;2209868;1925688;164288
799;2020-07-05;21:10:09;7;1.75;15.65;3676028;2126364;3718996;1486080;2211252;1927024;164296
